Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
5854,An Area of Darkness: A Discovery of India,V.S. Naipaul,"Naipaul, V.S.",,"=""0375708359""","=""9780375708350""",0,3.68,Vintage,Paperback,304,2002,1964,,2025/03/20,to-read,to-read (#392),to-read,,,,0,0
44421460,"Before the Coffee Gets Cold (Before the Coffee Gets Cold, #1)",Toshikazu Kawaguchi,"Kawaguchi, Toshikazu",Geoffrey Trousselot,"=""1529029589""","=""9781529029581""",3,3.65,Picador,Paperback,213,2019,2015,2025/03/01,2021/08/08,,,read,,,,1,0
59366244,I'm Glad My Mom Died,Jennette McCurdy,"McCurdy, Jennette",,"=""1982185821""","=""9781982185824""",4,4.43,Simon & Schuster,Hardcover,304,2022,2022,2025/03/01,2025/03/20,,,read,,,,1,0
200556722,Liars,Sarah Manguso,"Manguso, Sarah",,"=""0593241266""","=""9780593241264""",4,3.67,Hogarth,Kindle Edition,260,2024,2024,2025/03/01,2024/08/01,,,read,,,,1,0
56863052,Central Banking 101,Joseph J. Wang,"Wang, Joseph J.",,"=""0999136755""","=""9780999136751""",0,4.39,,Kindle Edition,227,2021,,,2025/03/18,to-read,to-read (#391),to-read,,,,0,0
3271263,"Pricing Money: A Beginner's Guide to Money, Bonds, Futures and Swaps",J.D.A. Wiseman,"Wiseman, J.D.A.",,"=""0471487007""","=""9780471487005""",0,4.04,Wiley,Paperback,192,2001,2001,,2025/03/18,to-read,to-read (#390),to-read,,,,0,0
406235,Giovanni’s Room,James Baldwin,"Baldwin, James",,"=""""","=""""",0,4.34,Laurel,Paperback,178,1988,1956,,2025/03/14,to-read,to-read (#389),to-read,,,,0,0
3896708,China: A History,John Keay,"Keay, John",,"=""0007221770""","=""9780007221776""",0,3.93,HarperPress ,Hardcover,512,2008,2008,,2025/03/11,to-read,to-read (#388),to-read,,,,0,0
127278133,Glorious Exploits,Ferdia  Lennon,"Lennon, Ferdia",,"=""1250893690""","=""9781250893697""",0,4.13,Henry Holt and Co.,Hardcover,304,2024,2024,,2025/02/26,to-read,to-read (#387),to-read,,,,0,0
37415,Their Eyes Were Watching God,Zora Neale Hurston,"Hurston, Zora Neale",,"=""0061120065""","=""9780061120060""",0,3.99,Amistad,Paperback,238,2006,1937,,2025/02/21,to-read,to-read (#386),to-read,,,,0,0
36490332,"Talking to My Daughter About the Economy: or, How Capitalism Works—and How It Fails",Yanis Varoufakis,"Varoufakis, Yanis",Jacob Moe,"=""0374718431""","=""9780374718435""",0,4.13,"Farrar, Straus and Giroux",Kindle Edition,224,2018,2013,,2025/01/31,to-read,to-read (#385),to-read,,,,0,0
222681436,Mad About Cuba: A Malayali Revisits the Revolution,Ullekh N.P.,"N.P., Ullekh",,"=""0143469010""","=""9780143469018""",0,3.64,India Penguin,Paperback,256,2025,,,2025/01/25,to-read,to-read (#384),to-read,,,,0,0
54373691,"Tales from the Cafe (Before the Coffee Gets Cold, #2)",Toshikazu Kawaguchi,"Kawaguchi, Toshikazu",Geoffrey Trousselot,"=""1529050863""","=""9781529050868""",4,3.96,Picador,Paperback,192,2020,2017,2025/01/16,2025/01/16,,,read,,,,1,0
6867,Atonement,Ian McEwan,"McEwan, Ian",,"=""""","=""""",0,3.95,Anchor Books,Paperback,351,2003,2001,,2025/01/08,to-read,to-read (#383),to-read,,,,0,0
18824493,"My Brilliant Friend (The Neapolitan Novels, #1)",Elena Ferrante,"Ferrante, Elena",Ann Goldstein,"=""""","=""""",0,4.05,Europa Editions,Kindle Edition,331,2012,2011,,2025/01/08,to-read,to-read (#382),to-read,,,,0,0
10644930,11/22/63,Stephen  King,"King, Stephen",,"=""1451627289""","=""9781451627282""",0,4.35,Scribner,Hardcover,849,2011,2011,,2025/01/08,to-read,to-read (#381),to-read,,,,0,0
139069,Endurance: Shackleton's Incredible Voyage,Alfred Lansing,"Lansing, Alfred",,"=""""","=""""",0,4.46,Carroll & Graf Publishers,Hardcover,282,1999,1959,,2025/01/01,to-read,to-read (#380),to-read,,,,0,0
5060378,The Girl Who Played with Fire (Millennium #2),Stieg Larsson,"Larsson, Stieg",Reg Keeland,"=""0307269981""","=""9780307269980""",2,4.26,Alfred A. Knopf,Hardcover,503,2009,2006,2024/12/14,2024/12/15,,,read,Great buildup with a disappointing ending. This would be the last Millennium book I pick up in a while. ,,,1,0
30753841,"Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking",Samin Nosrat,"Nosrat, Samin","Wendy MacNaughton, Michael Pollan","=""1476753830""","=""9781476753836""",0,4.39,Simon and Schuster,Hardcover,480,2017,2017,,2024/12/15,to-read,to-read (#379),to-read,,,,0,0
61771675,Hello Beautiful,Ann Napolitano,"Napolitano, Ann",,"=""""","=""""",0,4.13,The Dial Press,Kindle Edition,594,2023,2023,,2024/11/19,to-read,to-read (#378),to-read,,,,0,0
20105471,Status Anxiety (NON-FICTION),Alain de Botton,"Botton, Alain de",,"=""0141930241""","=""9780141930244""",0,3.89,Penguin,Kindle Edition,259,2005,2004,,2024/11/19,to-read,to-read (#377),to-read,,,,0,0
48484,"Blindsight (Firefall, #1)",Peter Watts,"Watts, Peter",,"=""0765312182""","=""9780765312181""",3,4.00,Tor Books,Hardcover,384,2006,2006,2024/09/28,2024/08/02,,,read,,,,1,0
7988467,"We, the Drowned",Carsten Jensen,"Jensen, Carsten","Charlotte Barslund, Emma Ryder","=""0151013772""","=""9780151013777""",0,4.24,Houghton Mifflin Harcourt,Hardcover,678,2011,2006,,2024/07/30,to-read,to-read (#376),to-read,,,,0,0
11996,I Who Have Never Known Men,Jacqueline Harpman,"Harpman, Jacqueline",Ros Schwartz,"=""0380731819""","=""9780380731817""",2,4.08,Avon Eos,Mass Market Paperback,208,1998,1995,,2024/07/27,,,read,,,,1,0
37570546,"Maybe You Should Talk to Someone: A Therapist, Her Therapist, and Our Lives Revealed",Lori Gottlieb,"Gottlieb, Lori",,"=""1328662055""","=""9781328662057""",0,4.37,Harper,Hardcover,415,2019,2019,,2024/07/26,to-read,to-read (#375),to-read,,,,0,0
23168817,"The Dark Forest (Remembrance of Earth’s Past, #2)",Liu Cixin,"Cixin, Liu",Joel Martinsen,"=""""","=""""",0,4.40,Tor Books,Hardcover,512,2015,2008,,2024/07/25,to-read,to-read (#374),to-read,,,,0,0
60424503,The Book of Angst: Understand and Manage Anxiety (Gwendoline Smith - Improving Mental Health Series),Gwendoline Smith,"Smith, Gwendoline",,"=""1838954716""","=""9781838954710""",0,3.73,Allen & Unwin,Paperback,320,2022,,,2022/12/18,to-read,to-read (#355),to-read,,,,0,0
849380,The Seven Principles for Making Marriage Work: A Practical Guide from the Country's Foremost Relationship Expert,John M. Gottman,"Gottman, John M.",Nan Silver,"=""0609805797""","=""9780609805794""",0,4.26,Harmony,Paperback,271,1999,1999,,2024/04/30,to-read,to-read (#373),to-read,,,,0,0
60784361,Emotional Labor: The Invisible Work Shaping Our Lives and How to Claim Our Power,Rose Hackman,"Hackman, Rose",,"=""1250777356""","=""9781250777355""",0,4.19,Flatiron Books,Hardcover,272,2023,,,2024/04/30,to-read,to-read (#372),to-read,,,,0,0
44071899,Fair Play: A Game-Changing Solution for When You Have Too Much to Do (And More Life to Live),Eve Rodsky,"Rodsky, Eve",,"=""""","=""""",0,3.58,G.P. Putnam's Sons,ebook,352,2019,2019,,2024/04/30,to-read,to-read (#371),to-read,,,,0,0
31522007,"Hourglass: Time, Memory, Marriage",Dani Shapiro,"Shapiro, Dani",,"=""0451494482""","=""9780451494481""",5,3.84,Knopf,Hardcover,160,2017,2017,2024/02/01,2021/06/12,,,read,,,,1,0
19256975,Journey Under the Midnight Sun,Keigo Higashino,"Higashino, Keigo",Alexander O. Smith,"=""1408704110""","=""9781408704110""",0,4.34,"Little, Brown",Paperback,539,2015,1999,,2024/04/07,to-read,to-read (#370),to-read,,,,0,0
17125,One Day in the Life of Ivan Denisovich,Aleksandr Solzhenitsyn,"Solzhenitsyn, Aleksandr","Ronald Hingley, H.T. Willetts, Leopold Labedz, Max Hayward","=""""","=""""",0,3.98,"Farrar, Straus and Giroux",Paperback,182,2005,1962,,2017/06/11,to-read,to-read (#163),to-read,,,,0,0
6452731,Justice: What's the Right Thing to Do?,Michael J. Sandel,"Sandel, Michael J.",,"=""0374180652""","=""9780374180652""",0,4.30,"Farrar, Straus and Giroux",Hardcover,308,2009,2007,,2014/07/29,to-read,to-read (#4),to-read,,,,0,0
500901,How to Be an Adult in Relationships: The Five Keys to Mindful Loving,David Richo,"Richo, David",Kathlyn Hendricks,"=""1570628122""","=""9781570628122""",0,4.11,Shambhala,Paperback,265,2002,2002,,2023/08/27,to-read,to-read (#369),to-read,,,,0,0
59576064,All This Could Be Different,Sarah Thankam Mathews,"Mathews, Sarah Thankam",,"=""0593489128""","=""9780593489123""",0,3.81,Viking,Hardcover,320,2022,2022,,2023/08/13,to-read,to-read (#368),to-read,,,,0,0
109510,The Negotiator: A Novel,Frederick Forsyth,"Forsyth, Frederick",,"=""0553283936""","=""9780553283938""",0,4.03,Bantam,Mass Market Paperback,512,1990,1989,,2023/08/08,to-read,to-read (#367),to-read,,,,0,0
256008,"Lonesome Dove (Lonesome Dove, #1)",Larry McMurtry,"McMurtry, Larry",,"=""067168390X""","=""9780671683900""",4,4.58,Pocket Books,Mass Market Paperback,960,1999,1985,2023/08/08,2022/12/28,,,read,,,,1,0
254308,Oblomov,Ivan Goncharov,"Goncharov, Ivan","Galya Diment, Stephen Pearl","=""1933480092""","=""9781933480091""",0,4.14,Bunim & Bannigan Ltd,Paperback,586,2006,1859,,2020/01/03,to-read,to-read (#230),to-read,,,,0,0
77103,The Glass Palace,Amitav Ghosh,"Ghosh, Amitav",,"=""0375758771""","=""9780375758775""",5,4.00,Random House Trade Paperbacks,Paperback,486,2002,2000,2023/03/24,2023/02/12,,,read,,,,1,0
39323821,My Struggle (3 Book Series),Karl Ove Knausgård,"Knausgård, Karl Ove",,"=""""","=""""",0,4.10,,Kindle Edition,,,2009,,2018/11/07,to-read,to-read (#198),to-read,,,,0,0
55099459,"A Sitting in St. James: An Epic YA Historical Novel of Slavery, Secrets, and Brutal Truths in Antebellum Louisiana",Rita Williams-Garcia,"Williams-Garcia, Rita",,"=""0062367293""","=""9780062367297""",0,4.05,Quill Tree Books,Hardcover,480,2021,2021,,2023/05/16,to-read,to-read (#366),to-read,,,,0,0
20186,Seeing Like a State: How Certain Schemes to Improve the Human Condition Have Failed,James C. Scott,"Scott, James C.",,"=""0300078153""","=""9780300078152""",0,4.21,Yale University Press,Paperback,461,1999,1998,,2023/03/12,to-read,to-read (#365),to-read,,,,0,0
7244,The Poisonwood Bible,Barbara Kingsolver,"Kingsolver, Barbara",,"=""0060786507""","=""9780060786502""",4,4.11,Harper Perennial Modern Classics,Paperback,546,2005,1998,2023/02/01,2023/02/12,,,read,,,,1,0
63124124,Manjhi's Mayhem,Tanuj Solanki,"Solanki, Tanuj",,"=""0143458442""","=""9780143458449""",0,3.82,Penguin Books,Paperback,216,2022,2022,,2023/01/02,to-read,to-read (#364),to-read,,,,0,0
6101138,"Wolf Hall (Thomas Cromwell, #1)",Hilary Mantel,"Mantel, Hilary",,"=""""","=""""",0,3.91,HarperCollins Publishers Ltd,Paperback,653,2010,2009,,2023/01/02,to-read,to-read (#363),to-read,,,,0,0
5043,"The Pillars of the Earth (Kingsbridge, #1)",Ken Follett,"Follett, Ken",,"=""045122213X""","=""9780451222138""",0,4.35,Penguin Books,Paperback,976,2007,1989,,2023/01/02,to-read,to-read (#362),to-read,,,,0,0
57693171,Olga Dies Dreaming,Xóchitl González,"González, Xóchitl",,"=""1250786177""","=""9781250786173""",0,3.96,Flatiron Books,Hardcover,369,2022,2022,,2023/01/02,to-read,to-read (#361),to-read,,,,0,0
58784475,"Tomorrow, and Tomorrow, and Tomorrow",Gabrielle Zevin,"Zevin, Gabrielle",,"=""0735243344""","=""9780735243347""",0,4.11,Knopf,Hardcover,399,2022,2022,,2022/12/30,to-read,to-read (#360),to-read,,,,0,0
429138,"River God (Ancient Egypt, #1)",Wilbur Smith,"Smith, Wilbur",,"=""0312954468""","=""9780312954468""",0,4.23,St. Martin's Paperbacks,Mass Market Paperback,664,1995,1993,,2022/12/28,to-read,to-read (#359),to-read,,,,0,0
368916,"84, Charing Cross Road",Helene Hanff,"Hanff, Helene",,"=""""","=""""",0,4.16,Penguin Books,Paperback,106,1990,1970,,2022/12/28,to-read,to-read (#358),to-read,,,,0,0
15783514,The Ocean at the End of the Lane,Neil Gaiman,"Gaiman, Neil",,"=""0062255657""","=""9780062255655""",3,4.01,William Morrow Books,Hardcover,181,2013,2013,2022/12/27,2022/12/27,,,read,,,,1,0
22628,The Perks of Being a Wallflower,Stephen Chbosky,"Chbosky, Stephen",,"=""""","=""""",4,4.24,MTV Books/Pocket Books,Hardcover,213,1999,1999,2022/12/26,2022/12/26,,,read,"I read the book after I had seen the movie, so I knew what was in  store. The book still managed to surprise me by going deep into some of  the dark corners that were left out from the movie. It adds a lot more  dimension to some of the characters and bit more backstory around some  of the events. <br/><br/><br/>It's a tragic but endearing story; one that keeps you turning the pages. <br/><br/>",,,1,0
968868,The Book of the New Sun,Gene Wolfe,"Wolfe, Gene",,"=""1568658079""","=""9781568658070""",0,4.24,SFBC,Hardcover,950,1998,1983,,2022/12/25,to-read,to-read (#357),to-read,,,,0,0
6481280,Red Plenty: Inside the Fifties’ Soviet Dream,Francis Spufford,"Spufford, Francis",,"=""0571225233""","=""9780571225231""",0,4.07,Faber and Faber,Hardcover,434,2010,2010,,2022/12/18,to-read,to-read (#356),to-read,,,,0,0
12884314,China in Ten Words,Yu Hua,"Hua, Yu",Allan H. Barr,"=""0307379353""","=""9780307379351""",0,4.05,Pantheon,Hardcover,240,2011,2011,,2022/12/11,to-read,to-read (#354),to-read,,,,0,0
71642,"New and Selected Poems, Volume One",Mary Oliver,"Oliver, Mary",,"=""0807068780""","=""9780807068786""",0,4.54,Beacon Press,Hardcover,255,2005,1992,,2022/12/11,to-read,to-read (#353),to-read,,,,0,0
43685241,Life for Sale,Yukio Mishima,"Mishima, Yukio",,"=""0241333148""","=""9780241333143""",2,3.70,Penguin Classics,Paperback,192,2019,1968,2022/12/05,2022/12/06,,,read,"A disappointing read that left me unfulfilled. The plot had potential, with multiple seemingly disconnected threads that I hoped would eventually converge.<br/><br/>Hoped.<br/><br/>The same hope of a grand reveal kept me turning the pages.<br/><br/>The hope of something that would imbue every prior moment with new meaning; something that would make me look at the story in a new light.<br/><br/>But alas, all I got was poor attempt at reconciliation. A pitiful way to tie everything together. An unsatisfying ending.<br/><br/>Maybe that's all the story was from the very beginning. An ordinary plot with potential that was doomed to remain anything utterly ordinary.<br/><br/>Maybe it was my misplaced expectations, my deep seated need for a plot altering ending which made the book unappealing for me. You rarely get what you hope for, and in that regard, the book delivers.<br/><br/>2/5.<br/><br/>More of a rating of myself and my expectations from a story than of the novel itself.<br/>",,,1,0
1504869,Nothing But the Night,John  Williams,"Williams, John",,"=""1557281130""","=""9781557281135""",0,3.22,The University of Arkansas Press,Paperback,123,1990,1948,,2022/11/25,to-read,to-read (#352),to-read,,,,0,0
126606,Death of a Red Heroine (Inspector Chen Cao #1),Qiu Xiaolong,"Xiaolong, Qiu",,"=""""","=""""",0,3.82,Soho Crime,Paperback,482,2003,2000,,2022/10/16,to-read,to-read (#351),to-read,,,,0,0
45047384,"The House in the Cerulean Sea (Cerulean Chronicles, #1)",T.J. Klune,"Klune, T.J.",,"=""""","=""""",5,4.36,Tor Books,Kindle Edition,394,2020,2020,2022/10/15,2021/06/12,,,read,,,,1,0
49348225,The Basic Laws of Human Stupidity,Carlo M. Cipolla,"Cipolla, Carlo M.",Nassim Nicholas Taleb,"=""0385546475""","=""9780385546478""",0,3.85,Doubleday,Hardcover,96,2021,1976,,2022/09/12,to-read,to-read (#350),to-read,,,,0,0
56648660,Cursed Bunny,Bora Chung,"Chung, Bora",Anton Hur,"=""1916277187""","=""9781916277182""",0,3.74,Honford Star,Paperback,251,2021,2017,,2022/09/01,to-read,to-read (#349),to-read,,,,0,0
596322,The Comic Toolbox: How to Be Funny Even If You're Not,John Vorhaus,"Vorhaus, John",,"=""1879505215""","=""9781879505216""",0,3.97,Silman-James Press,Paperback,191,1994,1994,,2022/08/31,to-read,to-read (#348),to-read,,,,0,0
2355155,The Naked Jape: Uncovering The Hidden World Of Jokes,Jimmy Carr,"Carr, Jimmy",Lucy Greeves,"=""0141025158""","=""9780141025155""",0,3.82,Penguin UK,Paperback,288,2007,2006,,2022/08/31,to-read,to-read (#347),to-read,,,,0,0
773858,Born Standing Up: A Comic's Life,Steve  Martin,"Martin, Steve",,"=""1416553649""","=""9781416553649""",0,3.88,Scribner,Hardcover,207,2007,2007,,2022/08/31,to-read,to-read (#346),to-read,,,,0,0
324750,High Output Management,Andrew S. Grove,"Grove, Andrew S.",,"=""0679762884""","=""9780679762881""",0,4.30,Vintage,Paperback,272,1995,1983,,2022/08/31,to-read,to-read (#345),to-read,,,,0,0
7959038,SQL Antipatterns: Avoiding the Pitfalls of Database Programming (Pragmatic Programmers),Bill Karwin,"Karwin, Bill",,"=""1934356557""","=""9781934356555""",0,4.02,"Pragmatic Programmers, LLC, The",Paperback,334,2017,2010,,2022/08/19,to-read,to-read (#344),to-read,,,,0,0
23129659,"Adult Children of Emotionally Immature Parents: How to Heal from Distant, Rejecting, or Self-Involved Parents",Lindsay C. Gibson,"Gibson, Lindsay C.",,"=""1626251703""","=""9781626251700""",0,4.35,New Harbinger Publications,Paperback,201,2015,2015,,2022/06/23,to-read,to-read (#343),to-read,,,,0,0
39096850,Devotion (Why I Write),Patti Smith,"Smith, Patti",,"=""0300240228""","=""9780300240221""",0,3.85,Yale University Press,Paperback,109,2018,2017,,2022/05/30,to-read,to-read (#341),to-read,,,,0,0
25870749,Mrs Funnybones,Twinkle Khanna,"Khanna, Twinkle",,"=""0143424467""","=""9780143424468""",0,3.51,Penguin Books India,Paperback,235,2015,2015,,2022/05/29,to-read,to-read (#340),to-read,,,,0,0
85301,Unaccustomed Earth,Jhumpa Lahiri,"Lahiri, Jhumpa",,"=""0676979343""","=""9780676979343""",5,4.14,Knopf,Hardcover,352,2008,2008,2022/05/19,2022/05/20,,,read,,,,1,0
399136,Imagined Communities: Reflections on the Origin and Spread of Nationalism,Benedict Anderson,"Anderson, Benedict",,"=""0860915468""","=""9780860915461""",0,4.11,Verso/New Left Books Ltd.,Paperback,224,1991,1983,,2022/05/19,to-read,to-read (#339),to-read,,,,0,0
318116,Anatomy of Criticism,Northrop Frye,"Frye, Northrop",,"=""0691069999""","=""9780691069999""",0,4.09,Princeton University Press,Paperback,400,2000,1957,,2022/05/18,to-read,to-read (#338),to-read,,,,0,0
