Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
7604,Lolita,Vladimir Nabokov,"Nabokov, Vladimir",Craig Raine,"=""""","=""""",0,3.87,Penguin,Paperback,368,1995,1955,,2020/06/09,to-read,to-read (#271),to-read,,,,0,0
583766,An Introduction to General Systems Thinking (Silver Anniversary Edition),Gerald M. Weinberg,"Weinberg, Gerald M.",,"=""0932633498""","=""9780932633491""",0,3.94,Dorset House,Paperback,320,2001,1975,,2020/06/08,to-read,to-read (#270),to-read,,,,0,0
53011383,UNIX: A History and a Memoir,Brian W. Kernighan,"Kernighan, Brian W.",,"=""1695978552""","=""9781695978553""",0,4.41,Independently Published,Paperback,183,2019,2019,,2020/06/08,to-read,to-read (#269),to-read,,,,0,0
40538681,Midnight in Chernobyl: The Untold Story of the World's Greatest Nuclear Disaster,Adam Higginbotham,"Higginbotham, Adam",,"=""1501134612""","=""9781501134616""",0,4.36,Simon & Schuster,Hardcover,538,2019,2019,,2020/06/08,to-read,to-read (#268),to-read,,,,0,0
25663779,The Doomsday Machine: Confessions of a Nuclear War Planner,Daniel Ellsberg,"Ellsberg, Daniel",,"=""1608196704""","=""9781608196708""",0,4.22,Bloomsbury USA,Hardcover,387,2017,2017,,2020/06/08,to-read,to-read (#267),to-read,,,,0,0
6623920,The Dead Hand: The Untold Story of the Cold War Arms Race and its Dangerous Legacy,David E. Hoffman,"Hoffman, David E.",,"=""0385524374""","=""9780385524377""",0,4.15,Doubleday,Hardcover,592,2009,2009,,2020/06/08,to-read,to-read (#266),to-read,,,,0,0
6452798,"Command and Control: Nuclear Weapons, the Damascus Accident, and the Illusion of Safety",Eric Schlosser,"Schlosser, Eric",,"=""1594202273""","=""9781594202278""",0,4.27,Penguin Books,Hardcover,656,2013,2013,,2020/06/08,to-read,to-read (#265),to-read,,,,0,0
586996,Why Buildings Fall Down: How Structures Fail,Matthys Levy,"Levy, Matthys","Mario Salvadori, Kevin Woest","=""039331152X""","=""9780393311525""",0,3.99,W. W. Norton & Company,Paperback,346,2002,1992,,2020/06/08,to-read,to-read (#264),to-read,,,,0,0
25883848,The Hating Game,Sally  Thorne,"Thorne, Sally",,"=""""","=""""",0,3.86,William Morrow Paperbacks,ebook,387,2016,2016,,2020/06/07,to-read,to-read (#263),to-read,,,,0,0
23848190,Extreme Ownership: How U.S. Navy SEALs Lead and Win,Jocko Willink,"Willink, Jocko",Leif Babin,"=""1250067057""","=""9781250067050""",0,4.25,St. Martin's Press,Hardcover,320,2015,2015,,2020/06/07,to-read,to-read (#262),to-read,,,,0,0
34431560,Discipline Equals Freedom: Field Manual,Jocko Willink,"Willink, Jocko",,"=""""","=""""",0,4.09,St. Martin's Press,Kindle Edition,209,2017,2017,,2020/06/07,to-read,to-read (#261),to-read,,,,0,0
4900,Heart of Darkness,Joseph Conrad,"Conrad, Joseph",,"=""1892295490""","=""9781892295491""",0,3.43,Green Integer,Paperback,188,2003,1899,,2020/06/07,to-read,to-read (#260),to-read,,,,0,0
153747,"Moby-Dick or, The Whale",Herman Melville,"Melville, Herman","Andrew Delbanco, Tom Quirk","=""0142437247""","=""9780142437247""",0,3.57,Penguin Classics ,Paperback,720,2003,1851,,2020/06/07,to-read,to-read (#259),to-read,,,,0,0
117833,The Master and Margarita,Mikhail Bulgakov,"Bulgakov, Mikhail","Diana Lewis Burgin, Katherine Tiernan O'Connor, Ellendea Proffer, Hans Fronius, Михаил Булгаков","=""0679760806""","=""9780679760801""",0,4.28,Vintage International,Paperback,372,1996,1967,,2020/06/07,to-read,to-read (#258),to-read,,,,0,0
338798,Ulysses,James Joyce,"Joyce, James","Morris L. Ernst, John M. Woolsey","=""""","=""""",0,3.76,Vintage,Paperback,783,1990,1922,,2020/06/07,to-read,to-read (#257),to-read,,,,0,0
40605223,I'm Thinking of Ending Things,Iain Reid,"Reid, Iain",,"=""""","=""""",0,3.50,Gallery/Scout Press,Kindle Edition,241,2016,2016,,2020/06/07,to-read,to-read (#256),to-read,,,,0,0
17255186,"The Phoenix Project: A Novel About IT, DevOps, and Helping Your Business Win",Gene Kim,"Kim, Gene","Kevin Behr, George Spafford","=""0988262592""","=""9780988262591""",3,4.26,IT Revolution Press,Hardcover,345,2013,2013,2020/06/05,2020/06/06,,,read,"I found this book by accident through a recommendation on Twitter. The book beautifully captures the mayhem and mismanagement that is all too familiar to IT folks who are part of an org where IT is a support system, and not seen as a core competency. Written at a time when Dev & Ops had a wide chasm between them, the story of the Phoenix Team and their enlightening struggle to reel in Dev and Ops into a single unit provides an accessible narrative that conveys the enormity of the benefits that DevOps entails.<br/><br/>Personally, It took me an excruciatingly long time to get through this book. The enthusiasm that motivated me to pick it up waned about half way through the book when things sort of slowed down, and the story became unrelatable. Having read this book a little late and having worked in an org where DevOps was (almost) the norm made some of the problems stated in the beginning of the book hard to digest.<br/><br/>Nonetheless, the book offers an interesting foray into a time and place where on-prem servers where the norm and packaging software was a task in itself. A recommended read for any programmer, so that they may take a moment to appreciate and value the struggles of ours predecessor who worked to enable the convenience we enjoy today. ",,,1,0
113934,The Goal: A Process of Ongoing Improvement,Eliyahu M. Goldratt,"Goldratt, Eliyahu M.",Jeff Cox,"=""0884271781""","=""9780884271789""",0,4.07,North River Press,Paperback,384,2004,,,2020/06/05,to-read,to-read (#255),to-read,,,,0,0
348327,A Terrible Beauty : The People and Ideas That Shaped the Modern Mind - A History,Peter Watson,"Watson, Peter",,"=""1842124447""","=""9781842124444""",0,4.31,Weidenfeld & Nicolson,Paperback,847,2001,1937,,2016/06/23,to-read,to-read (#135),to-read,,,,0,0
251374,The Night in Question,Tobias Wolff,"Wolff, Tobias",,"=""0679402187""","=""9780679402183""",5,4.16,Knopf,Hardcover,206,1996,1995,,2016/06/21,,,read,,,,1,0
102030,Musashi,Eiji Yoshikawa,"Yoshikawa, Eiji","Charles S. Terry, Edwin O. Reischauer","=""4770019572""","=""9784770019578""",4,4.47,Kodansha International,Hardcover,970,1995,1935,2020/04/24,2018/06/13,,,read,"An epic of gargantuan proportions, Musashi follows the life of the legendary Japanese samurai Miyamoto Musashi. Eiji Yoshikawa paints a serene picture of feudal Japan with a particular emphasis on the Samurai way of life. <br/><br/>I cannot help but compare this book to The Shogun, since it deals with the same time period and the same events. The Shogun chooses to focus on the unimportant cultural frivolities and paints the Japanese as a mysterious group of people who'd jump to commit seppuku at the slightest provocation. Musashi delves deeper beyond the superficialities and presents a detailed breakdown of the Japanese psyche. Even the unadorned language is evocative of the simplistic Japanese way of life. <br/><br/>Despite being philosophically dense in a few places, it is still a fast paced page turner that'll keep you hooked into the wee hours of the night. I'd recommend this as an addition to The Shogun to get a balanced perspective on Japanese history and the Way of the Samurai.",,,1,0
18077903,"Creativity, Inc.: Overcoming the Unseen Forces That Stand in the Way of True Inspiration",Ed Catmull,"Catmull, Ed",Amy    Wallace,"=""0812993012""","=""9780812993011""",0,4.21,Random House,Hardcover,368,2014,2014,,2020/04/24,to-read,to-read (#254),to-read,,,,0,0
32758901,"All Systems Red (The Murderbot Diaries, #1)",Martha Wells,"Wells, Martha",,"=""""","=""""",3,4.11,Tor.com,ebook,144,2017,2017,2020/02/29,2020/01/12,,,read,"This was one of those stories that came to an end just as things were getting interesting. The entire story is narrated from the perspective of murderbot, a SecBot with a hacked governor who appears more human than the rest of the crew he (or it?) is travelling with. The cast, setting, and build up are extremely well thought out and exciting, but it flat lines towards the end leaving you confused and unsatisfied. <br/><br/>Definitely worth a dip as you'll be able to finish it off in about 2 hours. ",,,1,0
36223860,"Artificial Condition (The Murderbot Diaries, #2)",Martha Wells,"Wells, Martha",,"=""""","=""""",4,4.25,Tor.com,Hardcover,158,2018,2018,2020/03/02,2020/02/29,,,read,"Muderbot is back again, this time with Asshole Research Transport (ART). I enjoyed this one far more than the first book in the series, as we get to see a lot more of the sarcastic, introverted side of Murderbot. <br/><br/>The only downside is, as usual, things ended quickly and a little abruptly, and some details that I was waiting for were conveniently omitted. I expected the side quest to be tied into the primary story line but alas, it has not happened... yet. <br/><br/>I was quickly pulled into the fast paced story right from the first page. The dynamic between Murderbot and ART was iconic and it had me chuckling quite a few times. <br/><br/>I highly recommend this to anyone who has read the first book in the series.",,,1,0
24842580,Love in Small Letters : A Novel,Francesc Miralles,"Miralles, Francesc",,"=""1846883407""","=""9781846883408""",0,3.56,Alma Books,Kindle Edition,292,2014,2006,,2020/04/24,to-read,to-read (#253),to-read,,,,0,0
40874032,"Vicious (Villains, #1)",V.E. Schwab,"Schwab, V.E.",Victoria Schwab,"=""""","=""""",0,4.18,Tor Books,Kindle Edition,402,2013,2013,,2020/03/28,to-read,to-read (#252),to-read,,,,0,0
52381770,"Network Effect (The Murderbot Diaries, #5)",Martha Wells,"Wells, Martha",,"=""""","=""""",0,4.46,Tor.com,Hardcover,350,2020,2020,,2020/03/09,to-read,to-read (#246),to-read,,,,0,0
71984,"Ghost Wars: The Secret History of the CIA, Afghanistan, and Bin Laden from the Soviet Invasion to September 10, 2001",Steve Coll,"Coll, Steve",,"=""0143034669""","=""9780143034667""",0,4.31,Penguin Books (London),Paperback,712,2004,2004,,2020/03/11,to-read,to-read (#251),to-read,,,,0,0
96491,Blackwater: The Rise of the World's Most Powerful Mercenary Army,Jeremy Scahill,"Scahill, Jeremy",,"=""1560259795""","=""9781560259794""",0,3.81,Nation Books,Hardcover,550,2007,2007,,2020/03/11,to-read,to-read (#250),to-read,,,,0,0
137443,Memoirs of an Invisible Man,H.F. Saint,"Saint, H.F.",,"=""0689117353""","=""9780689117350""",0,4.10,Atheneum,Hardcover,396,1987,1987,,2020/03/11,to-read,to-read (#249),to-read,,,,0,0
4934,The Brothers Karamazov,Fyodor Dostoevsky,"Dostoevsky, Fyodor","Richard Pevear, Larissa Volokhonsky","=""0374528373""","=""9780374528379""",0,4.39,"Farrar, Straus and Giroux",Paperback,796,2002,1880,,2020/03/11,to-read,to-read (#248),to-read,,,,0,0
51187948,"The Splendid and the Vile: A Saga of Churchill, Family, and Defiance During the Blitz",Erik Larson,"Larson, Erik",,"=""038534872X""","=""9780385348720""",0,4.30,Crown ,Kindle Edition,546,2020,2020,,2020/03/11,to-read,to-read (#247),to-read,,,,0,0
35519101,"Rogue Protocol (The Murderbot Diaries, #3)",Martha Wells,"Wells, Martha",,"=""1250191785""","=""9781250191786""",4,4.24,Tor.com,Hardcover,159,2018,2018,2020/03/09,2020/03/09,,,read,Murderbot is back! This time with a longer and slightly more detailed plot. It's interesting to see how the series is turning into a mystery-thriller. The best parts of the book are the places where they try to deduce exactly what is going on using the limited set of information that's available to them. The way they piece things together keeps you turning the pages.,,,1,0
108743,At Large and At Small: Familiar Essays,Anne Fadiman,"Fadiman, Anne",,"=""0374106622""","=""9780374106621""",0,4.12,"Farrar, Straus and Giroux",Hardcover,240,2007,2007,,2020/03/07,to-read,to-read (#245),to-read,,,,0,0
46890,Ex Libris: Confessions of a Common Reader,Anne Fadiman,"Fadiman, Anne",,"=""0374527229""","=""9780374527228""",0,4.09,Farrar Straus Giroux,Paperback,162,2000,1998,,2020/03/07,to-read,to-read (#244),to-read,,,,0,0
87989,Memoir from Antproof Case,Mark Helprin,"Helprin, Mark",,"=""0380727331""","=""9780380727339""",0,4.01,HarperPB,Paperback,528,1996,1995,,2020/03/07,to-read,to-read (#243),to-read,,,,0,0
402093,"Shōgun (Asian Saga, #1)",James Clavell,"Clavell, James",,"=""""","=""""",3,4.41,Dell,Paperback,1152,2009,1975,2020/02/28,2020/02/28,,,read,"Shogun paints a detailed picture of Japan in the 1600, explained mostly through the eyes of a ship-wrecked English pilot. What starts out as a story about people with strange customs and beliefs soon turns into an intricate plot filled with cunning and treachery. <br/><br/>It took me about 2 months to plow through this 1200 page behemoth of a book. The plot felt overly complicated to me. Overkill does not begin to describe the plans that the characters in the book hatch, all of whom seem to be proficient in playing out the long game, the very very long game. <br/><br/>On the upside, I enjoyed the set up and the setting, the plunge into the Samurai psyche, for whom words like honor, duty, and death takes on a whole different meaning. <br/><br/>Check out this book if a foray into a foreign culture excites you, with ample amounts of honor, bushido, and steamed fish thrown in for good measure.",,,1,0
6853,"One for the Money (Stephanie Plum, #1)",Janet Evanovich,"Evanovich, Janet",,"=""0312362080""","=""9780312362089""",0,4.05,St. Martin's Griffin,Paperback,320,2006,1994,,2020/02/25,to-read,to-read (#242),to-read,,,,0,0
2152493,The Last Tycoons: The Secret History of Lazard Frères & Co.,William D. Cohan,"Cohan, William D.",,"=""0767919793""","=""9780767919791""",0,3.86,Anchor,Paperback,752,2008,2007,,2020/02/05,to-read,to-read (#241),to-read,,,,0,0
8694125,Alone Together: Why We Expect More from Technology and Less from Each Other,Sherry Turkle,"Turkle, Sherry",,"=""0465010210""","=""9780465010219""",0,3.62,Basic Books,Hardcover,360,2011,2011,,2020/02/02,to-read,to-read (#240),to-read,,,,0,0
22614929,The Goldfinch,Donna Tartt,"Tartt, Donna",,"=""""","=""""",0,3.97,"Little, Brown and Company",Mass Market Paperback,976,2014,2013,,2020/01/28,to-read,to-read (#239),to-read,,,,0,0
41160292,Exhalation,Ted Chiang,"Chiang, Ted",,"=""""","=""""",0,4.27,Knopf,ebook,368,2019,2019,,2020/01/27,to-read,to-read (#238),to-read,,,,0,0
103761,Zen in the Art of Writing: Releasing the Creative Genius Within You,Ray Bradbury,"Bradbury, Ray",,"=""0553296345""","=""9780553296341""",0,4.08,Bantam,Mass Market Paperback,158,1992,1973,,2020/01/14,to-read,to-read (#237),to-read,,,,0,0
33514,The Elements of Style,William Strunk Jr.,"Jr., William Strunk",E.B. White,"=""""","=""""",0,4.18,Allyn & Bacon,Hardcover,105,1999,1918,,2020/01/13,to-read,to-read (#236),to-read,,,,0,0
845501,The Fifth Head of Cerberus,Gene Wolfe,"Wolfe, Gene",,"=""0312890206""","=""9780312890209""",0,3.99,Orb Books,Paperback,252,1994,1972,,2020/01/12,to-read,to-read (#235),to-read,,,,0,0
13452375,"Legion (Legion, #1)",Brandon Sanderson,"Sanderson, Brandon",Deniz Evliyagil,"=""1596064854""","=""9781596064850""",0,4.13,Subterranean Press,Hardcover,88,2012,2012,,2020/01/12,to-read,to-read (#234),to-read,,,,0,0
157993,The Little Prince,Antoine de Saint-Exupéry,"Saint-Exupéry, Antoine de",Richard Howard,"=""0152023984""","=""9780152023980""",0,4.33,"Harcourt, Inc.",Hardcover,96,2000,1943,,2020/01/12,to-read,to-read (#233),to-read,,,,0,0
828387,A Short History of Tractors in Ukrainian,Marina Lewycka,"Lewycka, Marina",,"=""0141020520""","=""9780141020525""",0,3.45,Penguin Books,Paperback,326,2006,2005,,2020/01/11,to-read,to-read (#232),to-read,,,,0,0
33618151,Category Theory for Programmers,Bartosz Milewski,"Milewski, Bartosz",Igal Tabachnik,"=""""","=""""",0,4.20,,ebook,473,2018,2014,,2020/01/06,to-read,to-read (#231),to-read,,,,0,0
964709,The New Turing Omnibus: 66 Excursions In Computer Science,A.K. Dewdney,"Dewdney, A.K.",,"=""0716782715""","=""9780716782711""",0,3.87,W H Freeman & Co (Sd),Paperback,480,1993,1989,,2020/01/01,to-read,to-read (#229),to-read,,,,0,0
7886338,The Lifecycle of Software Objects,Ted Chiang,"Chiang, Ted",,"=""1596063173""","=""9781596063174""",0,3.91,Subterranean Pr,Hardcover,150,2010,2010,,2020/01/01,to-read,to-read (#228),to-read,,,,0,0
101869,"The Atrocity Archives (Laundry Files, #1)",Charles Stross,"Stross, Charles",,"=""0441013651""","=""9780441013654""",0,3.89,Ace,Paperback,345,2006,2004,,2020/01/01,to-read,to-read (#227),to-read,,,,0,0
19232278,Sum: Tales from the Afterlives,David Eagleman,"Eagleman, David",,"=""0857861492""","=""9780857861498""",5,4.11,Canongate Books,Kindle Edition,129,2011,2009,2020/01/01,2019/12/31,,,read,A wonderfully refreshing collection of short stories which offers a varying array of explanations as to what happens in the afterlife. <br/><br/>What I loved was how the author was able to give a meaningful commentary on human life through these disjointed stories. Each story provides ample food for thought and manages to touch upon some aspect of the living through its description of death and thereafter.<br/><br/>A short book that's jam packed with insights which I'll recommend to everyone.,,,1,0
11527504,A Little History of Philosophy,Nigel Warburton,"Warburton, Nigel",,"=""0300152086""","=""9780300152081""",0,4.12,Yale University Press,Hardcover,252,2011,2011,,2019/05/04,to-read,to-read (#226),to-read,,,,0,0
27864449,His Dark Materials,Philip Pullman,"Pullman, Philip",,"=""""","=""""",0,4.29,RHCP Digital,Kindle Edition,946,2015,2000,,2019/01/01,to-read,to-read (#225),to-read,,,,0,0
61505,A Little History of the World,E.H. Gombrich,"Gombrich, E.H.",,"=""0300108834""","=""9780300108835""",0,4.10,Yale University Press,Hardcover,284,2005,1936,,2019/05/04,to-read,to-read (#224),to-read,,,,0,0
82120,The Worldly Philosophers,Robert L. Heilbroner,"Heilbroner, Robert L.",,"=""068486214X""","=""9780684862149""",0,4.16,Touchstone/Simon & Schuster (NY),Paperback,368,1999,1953,,2019/05/04,to-read,to-read (#223),to-read,,,,0,0
41721428,Can't Hurt Me: Master Your Mind and Defy the Odds,David Goggins,"Goggins, David",,"=""1544512260""","=""""",3,4.30,Lioncrest Publishing,Kindle Edition,366,2018,2018,2020/01/01,2019/12/11,,,read,"This book is a life story and motivational piece rolled up into one. It dips into excruciating detail David Goggins' painful, and at time unbelievable, journey through an abused childhood, a teenage of suffering, and an adulthood of proving himself against unrealistic odds. <br/><br/>Each chapter details a seemingly insurmountable obstacle and his tireless journey of ups and multiples downs that got him over it. The ""techniques"" that he uses in each chapter is detailed in an associated section where he encourages the reader to apply them to their everyday problems.<br/><br/>The books is by no means a literary classic. But then again you wouldn't pick this one if that's what you were looking for. At times, the book felt like it was pieced together from online motivational puff pieces, with repetitive, mainstream variations of ""fucking do it"" repeated over and over again.<br/><br/>All that negativity aside, I was awed and floored by the audacity of this man as he put forth on public display all the nitty gritty nasty details that most biographies often brush over. Here is a portrait of a man, entangled in an eternal struggle to prove something - sometimes to himself, sometimes to his naysayers. The accounts of his struggle through SEAL training, and the details of his excruciating pain through his first 100 mile marathon stuck with me. You can feel the exhaustion, the gasps for air, the muscular fatigue as Goggins recalls his first 100 mile race. This man knows pain and suffering and he has communicated it well. <br/><br/>Whether or not his pursuits were justified or even sane is another question. But I would consider myself ill equipped to judge a man who has been through so much, and still gets up every morning asking for more. <br/><br/>I'd recommend this to anyone who feels like they're limited by their surrounding/upbringing/whatever else is out of their control. This man's story will tell you that we are in fact ""leaving 60% on the table"". ",,,2,0
27220736,Shoe Dog: A Memoir by the Creator of Nike,Phil Knight,"Knight, Phil",,"=""1501135910""","=""9781501135910""",4,4.46,Scribner,Hardcover,400,2016,2016,2019/12/06,2019/12/11,,,read,,,,1,0
2195464,What I Talk About When I Talk About Running,Haruki Murakami,"Murakami, Haruki",Philip Gabriel,"=""""","=""""",0,3.87,Knopf Publishing Group,Hardcover,188,2008,2007,,2019/12/05,to-read,to-read (#222),to-read,,,,0,0
35167685,"""Surely You're Joking, Mr. Feynman!"": Adventures of a Curious Character",Richard P. Feynman,"Feynman, Richard P.","Ralph Leighton, Edward Hutchings, Bill Gates","=""0393355624""","=""9780393355628""",0,4.26,W. W. Norton & Company,Paperback,400,2018,1985,,2019/12/05,to-read,to-read (#221),to-read,,,,0,0
9938498,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",Erik Larson,"Larson, Erik",,"=""0307408841""","=""9780307408846""",0,3.90,Crown,Hardcover,448,2011,2011,,2019/12/05,to-read,to-read (#220),to-read,,,,0,0
1319,The War of Art,Steven Pressfield,"Pressfield, Steven",Robert McKee,"=""""","=""""",0,3.97,Warner Books,Paperback,168,2003,2002,,2019/11/04,to-read,to-read (#219),to-read,,,,0,0
40121378,Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,James Clear,"Clear, James",,"=""""","=""""",0,4.32,Avery,Kindle Edition,319,2018,2018,,2019/11/04,to-read,to-read (#218),to-read,,,,0,0
306940,Impro: Improvisation and the Theatre,Keith Johnstone,"Johnstone, Keith",,"=""0878301178""","=""9780878301171""",0,4.20,Routledge,Paperback,208,1987,1979,,2019/11/04,to-read,to-read (#217),to-read,,,,0,0
594288,Purely Functional Data Structures (Volume 0),Chris Okasaki,"Okasaki, Chris",,"=""0521663504""","=""9780521663502""",0,4.14,Cambridge University Press,Paperback,232,1999,1996,,2019/10/04,to-read,to-read (#216),to-read,,,,0,0
772585,"Concepts, Techniques, and Models of Computer Programming",Peter Van Roy,"Roy, Peter Van",Seif Haridi,"=""0262220695""","=""9780262220699""",0,4.11,MIT Press,Hardcover,936,2004,2004,,2019/10/04,to-read,to-read (#215),to-read,,,,0,0
2276288,A Discipline of Programming,Edsger W. Dijkstra,"Dijkstra, Edsger W.",,"=""013215871X""","=""9780132158718""",0,4.23,Pearson,Paperback,217,1976,1976,,2019/10/04,to-read,to-read (#214),to-read,,,,0,0
6142482,Elements of Programming,Alexander Stepanov,"Stepanov, Alexander",Paul McJones,"=""032163537X""","=""9780321635372""",0,3.97,Addison-Wesley Professional,Hardcover,262,2009,2009,,2019/10/04,to-read,to-read (#213),to-read,,,,0,0
36515770,Radical Markets: Uprooting Capitalism and Democracy for a Just Society,Eric A. Posner,"Posner, Eric A.",E. Glen Weyl,"=""0691177503""","=""9780691177502""",0,3.95,Princeton University Press,Hardcover,368,2018,2018,,2019/09/02,to-read,to-read (#212),to-read,,,,0,0
953237,The Little Nugget,P.G. Wodehouse,"Wodehouse, P.G.",,"=""1841591416""","=""9781841591414""",0,3.80,,Hardcover,148,,1913,,2019/07/28,to-read,to-read (#211),to-read,,,,0,0
223380,Stories of Your Life and Others,Ted Chiang,"Chiang, Ted",,"=""0330426648""","=""9780330426640""",0,4.25,Small Beer Press,ebook,281,2010,2002,,2017/07/22,to-read,to-read (#167),to-read,,,,0,0
1754278,"The Boy in the Striped Pyjamas (Boy in the Striped Pyjamas, #1)",John Boyne,"Boyne, John",,"=""0198326769""","=""9780198326762""",5,4.16,Oxford University Press,Paperback,216,2007,2006,,2019/05/04,,,read,"A harrowing tale of the holocaust narrated from the naive viewpoint of a 9 year old. This book makes you think not about grand things and overarching themes, but about things that you took for granted your whole life. It manages to instil a certain degree of life and vividness to seemingly mundane experiences and leaves you uncomfortably squirming for answers to fortify your preconceived notions of other people and their cultures in the face of blunt questions posed by an innocent boy.<br/><br/>Definitely a recommended ready for anyone wishing to understand people. ",,,2,0
25813952,Raven Rock: The Story of the U.S. Government’s Secret Plan to Save Itself — While the Rest of Us Die,Garrett M. Graff,"Graff, Garrett M.",,"=""1476735409""","=""9781476735405""",0,3.92,Simon & Schuster,Hardcover,560,2017,2017,,2019/02/17,to-read,to-read (#210),to-read,,,,0,0
35485181,"Mythos: The Greek Myths Retold (Stephen Fry's Great Mythology, #1)",Stephen Fry,"Fry, Stephen",,"=""""","=""""",0,4.26,Penguin,ebook,416,2017,2017,,2017/12/10,to-read,to-read (#187),to-read,,,,0,0
19306508,Man's Search for Meaning,Viktor E. Frankl,"Frankl, Viktor E.",Ilse Lasch,"=""""","=""""",5,4.37,Ebury Digital,Kindle Edition,229,2013,1946,2017/11/05,2016/06/01,,,read,,,,1,0
15797663,1Q84 (1Q84 #1-3),Haruki Murakami,"Murakami, Haruki","Jay Rubin, Philip ­Gabriel","=""0307476464""","=""9780307476463""",0,3.95,Vintage,Paperback,1157,2013,2009,,2015/05/10,to-read,to-read (#105),to-read,,,,0,0
327255,The Fourth Protocol,Frederick Forsyth,"Forsyth, Frederick",,"=""0099642611""","=""9780099642619""",0,4.05,Arrow Books,Mass Market Paperback,443,1996,1984,,2018/12/27,to-read,to-read (#209),to-read,,,,0,0
11691,Snow,Orhan Pamuk,"Pamuk, Orhan",Maureen Freely,"=""""","=""""",0,3.62,Vintage Books,Paperback,463,2005,2002,,2018/12/26,to-read,to-read (#208),to-read,,,,0,0
333314,Murphy,Samuel Beckett,"Beckett, Samuel",,"=""0802150373""","=""9780802150370""",0,3.80,Grove Press,Paperback,288,1994,1938,,2018/12/20,to-read,to-read (#207),to-read,,,,0,0
3532,First Love,Ivan Turgenev,"Turgenev, Ivan",Constance Garnett,"=""0974607894""","=""9780974607894""",0,3.77,Melville House Publishing,Paperback,124,2009,1860,,2018/12/07,to-read,to-read (#206),to-read,,,,0,0
2412676,The Death of the Author,Gilbert Adair,"Adair, Gilbert",,"=""1933633573""","=""9781933633572""",0,3.91,Melville House Pub,Paperback,136,2008,1992,,2018/12/07,to-read,to-read (#205),to-read,,,,0,0
17690,The Trial,Franz Kafka,"Kafka, Franz","Max Brod, Willa Muir, Edwin Muir","=""""","=""""",0,3.94,Vintage,Paperback,255,2001,1925,,2018/12/07,to-read,to-read (#204),to-read,,,,0,0
17899481,Art as Therapy,Alain de Botton,"Botton, Alain de",John Armstrong,"=""0714865915""","=""9780714865911""",0,4.08,Phaidon Press,Hardcover,240,2013,2013,,2018/11/28,to-read,to-read (#203),to-read,,,,0,0
41021665,Moab Is My Washpot,Stephen Fry,"Fry, Stephen",,"=""1616951451""","=""9781616951450""",0,3.93,Soho Press,Kindle Edition,436,2018,1997,,2018/11/28,to-read,to-read (#202),to-read,,,,0,0
12970898,Norwegian Wood,Haruki Murakami,"Murakami, Haruki",,"=""""","=""""",4,3.99,Vintage Digital,Kindle Edition,401,2011,1987,2018/11/27,2018/11/10,,,read,"This was my first foray into the works of Murakami and it certainly did not disappoint. With strikingly simple words, he strings together a story of love, lust and death. Set against the backdrop of 60s Japan, the story details the tragic and somewhat adventurous youth of the narrator, Toru Wantanabe.<br/><br/>What kept me hooked to the book was definitely the language. He has the rare ability to precisely convey a specific emotion through a carefully worded sentence. Like a trained samurai who slices his foe with carefully measured strikes, Murakami cuts into your heart with his lucidly worded dialogue. <br/><br/>For me personally, the book presented a deep dive into human sexuality, with its characters representing the different shades (sides?) of this primal trait. From repressed, conservative urges to the raunchy, outrageous cravings, the whole spectrum of sexual urges are well embodied in the female characters of the book. Even latent lesbianism makes an appearance. Of course, such a vivid embodiment of such a primal trait in all the female characters could be attributed to the male narrator and his teenage mindset which has a tendency to make everything overtly sexual. The story still captures the subtle emotions, the abundant confusion and the general mix of hopelessness and naive optimism that forms a large part of all our teenage years. <br/><br/>A recommended read if you're interested in gaining a deeper insight into the human psyche. ",,,1,0
17415726,The Elements of Eloquence: How to Turn the Perfect English Phrase,Mark Forsyth,"Forsyth, Mark",,"=""1848316216""","=""9781848316218""",0,4.35,Icon Books,Hardcover,205,2013,2013,,2018/11/21,to-read,to-read (#201),to-read,,,,0,0
22557272,The Girl on the Train,Paula Hawkins,"Hawkins, Paula",,"=""1594633665""","=""9781594633669""",0,3.96,Riverhead Books,Hardcover,336,2015,2015,,2018/11/20,to-read,to-read (#200),to-read,,,,0,0
5439,Interpreter of Maladies,Jhumpa Lahiri,"Lahiri, Jhumpa",,"=""0618101365""","=""9780618101368""",3,4.18,Houghton Mifflin Harcourt,Hardcover,198,2000,1999,2018/11/04,2017/05/10,,,read,,,,1,0
22207,Lullabies for Little Criminals,Heather O'Neill,"O'Neill, Heather",,"=""0060875070""","=""9780060875077""",0,4.05,Harper Perennial,Paperback,330,2006,2006,,2018/11/07,to-read,to-read (#199),to-read,,,,0,0
17617613,Eleanor & Park,Rainbow Rowell,"Rowell, Rainbow",,"=""""","=""""",5,3.92,Orion,Kindle Edition,329,2012,2012,2018/06/26,2018/06/26,,,read,,,,1,0
29044,The Secret History,Donna Tartt,"Tartt, Donna",,"=""1400031702""","=""9781400031702""",0,4.15,Vintage Books,Paperback,559,2004,1992,,2018/06/13,to-read,to-read (#197),to-read,,,,0,0
